NAME,STATE,2000 POP.,1990 POP.
NELSON COUNTY,ND,3715,4410
OLIVER COUNTY,ND,2065,2381
PEMBINA COUNTY,ND,8585,9238
PIERCE COUNTY,ND,4675,5052
RAMSEY COUNTY,ND,12066,12681
RANSOM COUNTY,ND,5890,5921
RENVILLE COUNTY,ND,2610,3160
RICHLAND COUNTY,ND,17998,18148
ROLETTE COUNTY,ND,13674,12772
SARGENT COUNTY,ND,4366,4549
SHERIDAN COUNTY,ND,1710,2148
SIOUX COUNTY,ND,4044,3761
SLOPE COUNTY,ND,767,907
STARK COUNTY,ND,22636,22832
STEELE COUNTY,ND,2258,2420
STUTSMAN COUNTY,ND,21908,22241
TOWNER COUNTY,ND,2876,3627
TRAILL COUNTY,ND,8477,8752
WALSH COUNTY,ND,12389,13840
WARD COUNTY,ND,58795,57921
WELLS COUNTY,ND,5102,5864
WILLIAMS COUNTY,ND,19761,21129
ADAMS COUNTY,OH,27330,25371
ALLEN COUNTY,OH,108473,109755
ASHLAND COUNTY,OH,52523,47507
ASHTABULA COUNTY,OH,102728,99821
ATHENS COUNTY,OH,62223,59549
AUGLAIZE COUNTY,OH,46611,44585
BELMONT COUNTY,OH,70226,71074
BROWN COUNTY,OH,42285,34966
BUTLER COUNTY,OH,332807,291479
CARROLL COUNTY,OH,28836,26521
CHAMPAIGN COUNTY,OH,38890,36019
CLARK COUNTY,OH,144742,147548
CLERMONT COUNTY,OH,177977,150187
CLINTON COUNTY,OH,40543,35415
COLUMBIANA COUNTY,OH,112075,108276
COSHOCTON COUNTY,OH,36655,35427
CRAWFORD COUNTY,OH,46966,47870
CUYAHOGA COUNTY,OH,1393978,1412140
DARKE COUNTY,OH,53309,53619
DEFIANCE COUNTY,OH,39500,39350
DELAWARE COUNTY,OH,109989,66929
ERIE COUNTY,OH,79551,76779
FAIRFIELD COUNTY,OH,122759,103461
FAYETTE COUNTY,OH,28433,27466
FRANKLIN COUNTY,OH,1068978,961437
FULTON COUNTY,OH,42084,38498
GALLIA COUNTY,OH,31069,30954
GEAUGA COUNTY,OH,90895,81129
GREENE COUNTY,OH,147886,136731
GUERNSEY COUNTY,OH,40792,39024
HAMILTON COUNTY,OH,845303,866228
HANCOCK COUNTY,OH,71295,65536
HARDIN COUNTY,OH,31945,31111
HARRISON COUNTY,OH,15856,16085
HENRY COUNTY,OH,29210,29108
HIGHLAND COUNTY,OH,40875,35728
HOCKING COUNTY,OH,28241,25533
HOLMES COUNTY,OH,38943,32849
HURON COUNTY,OH,59487,56240
JACKSON COUNTY,OH,32641,30230
JEFFERSON COUNTY,OH,73894,80298
KNOX COUNTY,OH,54500,47473
LAKE COUNTY,OH,227511,215499
LAWRENCE COUNTY,OH,62319,61834
LICKING COUNTY,OH,145491,128300
LOGAN COUNTY,OH,46005,42310
LORAIN COUNTY,OH,284664,271126
LUCAS COUNTY,OH,455054,462361
MADISON COUNTY,OH,40213,37068
MAHONING COUNTY,OH,257555,264806
MARION COUNTY,OH,66217,64274
MEDINA COUNTY,OH,151095,122354
MEIGS COUNTY,OH,23072,22987
MERCER COUNTY,OH,40924,39443
MIAMI COUNTY,OH,98868,93182
MONROE COUNTY,OH,15180,15497
MONTGOMERY COUNTY,OH,559062,573809
MORGAN COUNTY,OH,14897,14194
MORROW COUNTY,OH,31628,27749
MUSKINGUM COUNTY,OH,84585,82068
NOBLE COUNTY,OH,14058,11336
OTTAWA COUNTY,OH,40985,40029
PAULDING COUNTY,OH,20293,20488
PERRY COUNTY,OH,34078,31557
PICKAWAY COUNTY,OH,52727,48255
PIKE COUNTY,OH,27695,24249
PORTAGE COUNTY,OH,152061,142585
PREBLE COUNTY,OH,42337,40113
PUTNAM COUNTY,OH,34726,33819
RICHLAND COUNTY,OH,128852,126137
ROSS COUNTY,OH,73345,69330
SANDUSKY COUNTY,OH,61792,61963
SCIOTO COUNTY,OH,79195,80327
SENECA COUNTY,OH,58683,59733
SHELBY COUNTY,OH,47910,44915
STARK COUNTY,OH,378098,367585
SUMMIT COUNTY,OH,542899,514990
TRUMBULL COUNTY,OH,225116,227813
TUSCARAWAS COUNTY,OH,90914,84090
UNION COUNTY,OH,40909,31969
VAN WERT COUNTY,OH,29659,30464
VINTON COUNTY,OH,12806,11098
WARREN COUNTY,OH,158383,113909
WASHINGTON COUNTY,OH,63251,62254
WAYNE COUNTY,OH,111564,101461
WILLIAMS COUNTY,OH,39188,36956
WOOD COUNTY,OH,121065,113269
WYANDOT COUNTY,OH,22908,22254
ADAIR COUNTY,OK,21038,18421
ALFALFA COUNTY,OK,6105,6416
ATOKA COUNTY,OK,13879,12778
BEAVER COUNTY,OK,5857,6023
BECKHAM COUNTY,OK,19799,18812
BLAINE COUNTY,OK,11976,11470
BRYAN COUNTY,OK,36534,32089
CADDO COUNTY,OK,30150,29550
CANADIAN COUNTY,OK,87697,74409
CARTER COUNTY,OK,45621,42919
CHEROKEE COUNTY,OK,42521,34049
CHOCTAW COUNTY,OK,15342,15302
CIMARRON COUNTY,OK,3148,3301
CLEVELAND COUNTY,OK,208016,174253
COAL COUNTY,OK,6031,5780
COMANCHE COUNTY,OK,114996,111486
COTTON COUNTY,OK,6614,6651
CRAIG COUNTY,OK,14950,14104
CREEK COUNTY,OK,67367,60915
CUSTER COUNTY,OK,26142,26897
DELAWARE COUNTY,OK,37077,28070
DEWEY COUNTY,OK,4743,5551
ELLIS COUNTY,OK,4075,4497
GARFIELD COUNTY,OK,57813,56735
GARVIN COUNTY,OK,27210,26605
GRADY COUNTY,OK,45516,41747
GRANT COUNTY,OK,5144,5689
GREER COUNTY,OK,6061,6559
HARMON COUNTY,OK,3283,3793
HARPER COUNTY,OK,3562,4063
HASKELL COUNTY,OK,11792,10940
HUGHES COUNTY,OK,14154,13023
JACKSON COUNTY,OK,28439,28764
JEFFERSON COUNTY,OK,6818,7010
JOHNSTON COUNTY,OK,10513,10032
KAY COUNTY,OK,48080,48056
KINGFISHER COUNTY,OK,13926,13212
KIOWA COUNTY,OK,10227,11347
LATIMER COUNTY,OK,10692,10333
LE FLORE COUNTY,OK,48109,43270
LINCOLN COUNTY,OK,32080,29216
LOGAN COUNTY,OK,33924,29011
LOVE COUNTY,OK,8831,8157
MCCLAIN COUNTY,OK,27740,22795
MCCURTAIN COUNTY,OK,34402,33433
MCINTOSH COUNTY,OK,19456,16779
MAJOR COUNTY,OK,7545,8055
MARSHALL COUNTY,OK,13184,10829
MAYES COUNTY,OK,38369,33366
MURRAY COUNTY,OK,12623,12042
MUSKOGEE COUNTY,OK,69451,68078
NOBLE COUNTY,OK,11411,11045
NOWATA COUNTY,OK,10569,9992
OKFUSKEE COUNTY,OK,11814,11551
OKLAHOMA COUNTY,OK,660448,599611
OKMULGEE COUNTY,OK,39685,36490
OSAGE COUNTY,OK,44437,41645
OTTAWA COUNTY,OK,33194,30561
PAWNEE COUNTY,OK,16612,15575
PAYNE COUNTY,OK,68190,61507
PITTSBURG COUNTY,OK,43953,40581
PONTOTOC COUNTY,OK,35143,34119
POTTAWATOMIE COUNTY,OK,65521,58760
PUSHMATAHA COUNTY,OK,11667,10997
ROGER MILLS COUNTY,OK,3436,4147
ROGERS COUNTY,OK,70641,55170
SEMINOLE COUNTY,OK,24894,25412
SEQUOYAH COUNTY,OK,38972,33828
STEPHENS COUNTY,OK,43182,42299
TEXAS COUNTY,OK,20107,16419
TILLMAN COUNTY,OK,9287,10384
TULSA COUNTY,OK,563299,503341
WAGONER COUNTY,OK,57491,47883
WASHINGTON COUNTY,OK,48996,48066
WASHITA COUNTY,OK,11508,11441
WOODS COUNTY,OK,9089,9103
WOODWARD COUNTY,OK,18486,18976
BAKER COUNTY,OR,16741,15317
BENTON COUNTY,OR,78153,70811
CLACKAMAS COUNTY,OR,338391,278850
CLATSOP COUNTY,OR,35630,33301
COLUMBIA COUNTY,OR,43560,37557
COOS COUNTY,OR,62779,60273
CROOK COUNTY,OR,19182,14111
CURRY COUNTY,OR,21137,19327
DESCHUTES COUNTY,OR,115367,74958
DOUGLAS COUNTY,OR,100399,94649
GILLIAM COUNTY,OR,1915,1717
GRANT COUNTY,OR,7935,7853
HARNEY COUNTY,OR,7609,7060
HOOD RIVER COUNTY,OR,20411,16903
JACKSON COUNTY,OR,181269,146389
JEFFERSON COUNTY,OR,19009,13676
JOSEPHINE COUNTY,OR,75726,62649
KLAMATH COUNTY,OR,63775,57702
LAKE COUNTY,OR,7422,7186
LANE COUNTY,OR,322959,282912
LINCOLN COUNTY,OR,44479,38889
LINN COUNTY,OR,103069,91227
MALHEUR COUNTY,OR,31615,26038
MARION COUNTY,OR,284834,228483
MORROW COUNTY,OR,10995,7625
MULTNOMAH COUNTY,OR,660486,583887
POLK COUNTY,OR,62380,49541
SHERMAN COUNTY,OR,1934,1918
TILLAMOOK COUNTY,OR,24262,21570
UMATILLA COUNTY,OR,70548,59249
UNION COUNTY,OR,24530,23598
WALLOWA COUNTY,OR,7226,6911
WASCO COUNTY,OR,23791,21683
WASHINGTON COUNTY,OR,445342,311554
WHEELER COUNTY,OR,1547,1396
YAMHILL COUNTY,OR,84992,65551
ADAMS COUNTY,PA,91292,78274
ALLEGHENY COUNTY,PA,1281666,1336449
ARMSTRONG COUNTY,PA,72392,73478
BEAVER COUNTY,PA,181412,186093
BEDFORD COUNTY,PA,49984,47919
BERKS COUNTY,PA,373638,336523
BLAIR COUNTY,PA,129144,130542
BRADFORD COUNTY,PA,62761,60967
BUCKS COUNTY,PA,597635,541174
BUTLER COUNTY,PA,174083,152013
CAMBRIA COUNTY,PA,152598,163029
CAMERON COUNTY,PA,5974,5913
CARBON COUNTY,PA,58802,56846
CENTRE COUNTY,PA,135758,123786
CHESTER COUNTY,PA,433501,376396
CLARION COUNTY,PA,41765,41699
CLEARFIELD COUNTY,PA,83382,78097
CLINTON COUNTY,PA,37914,37182
COLUMBIA COUNTY,PA,64151,63202
CRAWFORD COUNTY,PA,90366,86169
CUMBERLAND COUNTY,PA,213674,195257
DAUPHIN COUNTY,PA,251798,237813
DELAWARE COUNTY,PA,550864,547651
ELK COUNTY,PA,35112,34878
ERIE COUNTY,PA,280843,275572
FAYETTE COUNTY,PA,148644,145351
FOREST COUNTY,PA,4946,4802
FRANKLIN COUNTY,PA,129313,121082
FULTON COUNTY,PA,14261,13837
GREENE COUNTY,PA,40672,39550
HUNTINGDON COUNTY,PA,45586,44164
INDIANA COUNTY,PA,89605,89994
JEFFERSON COUNTY,PA,45932,46083
JUNIATA COUNTY,PA,22821,20625
LACKAWANNA COUNTY,PA,213295,219039
LANCASTER COUNTY,PA,470658,422822
LAWRENCE COUNTY,PA,94643,96246
LEBANON COUNTY,PA,120327,113744
LEHIGH COUNTY,PA,312090,291130
LUZERNE COUNTY,PA,319250,328149
LYCOMING COUNTY,PA,120044,118710
MCKEAN COUNTY,PA,45936,47131
MERCER COUNTY,PA,120293,121003
MIFFLIN COUNTY,PA,46486,46197
MONROE COUNTY,PA,138687,95709
MONTGOMERY COUNTY,PA,750097,678111
MONTOUR COUNTY,PA,18236,17735
NORTHAMPTON COUNTY,PA,267066,247105
NORTHUMBERLAND COUNTY,PA,94556,96771
PERRY COUNTY,PA,43602,41172
PHILADELPHIA COUNTY,PA,1517550,1585577
PIKE COUNTY,PA,46302,27966
POTTER COUNTY,PA,18080,16717
SCHUYLKILL COUNTY,PA,150336,152585
SNYDER COUNTY,PA,37546,36680
SOMERSET COUNTY,PA,80023,78218
SULLIVAN COUNTY,PA,6556,6104
SUSQUEHANNA COUNTY,PA,42238,40380
TIOGA COUNTY,PA,41373,41126
UNION COUNTY,PA,41624,36176
VENANGO COUNTY,PA,57565,59381
WARREN COUNTY,PA,43863,45050
WASHINGTON COUNTY,PA,202897,204584
WAYNE COUNTY,PA,47722,39944
WESTMORELAND COUNTY,PA,369993,370321
WYOMING COUNTY,PA,28080,28076
YORK COUNTY,PA,381751,339574
BRISTOL COUNTY,RI,50648,48859
KENT COUNTY,RI,167090,161135
NEWPORT COUNTY,RI,85433,87194
PROVIDENCE COUNTY,RI,621602,596270
WASHINGTON COUNTY,RI,123546,110006
ABBEVILLE COUNTY,SC,26167,23862
AIKEN COUNTY,SC,142552,120940
ALLENDALE COUNTY,SC,11211,11722
ANDERSON COUNTY,SC,165740,145196
BAMBERG COUNTY,SC,16658,16902
BARNWELL COUNTY,SC,23478,20293
BEAUFORT COUNTY,SC,120937,86425
BERKELEY COUNTY,SC,142651,128776
CALHOUN COUNTY,SC,15185,12753
CHARLESTON COUNTY,SC,309969,295039
CHEROKEE COUNTY,SC,52537,44506
CHESTER COUNTY,SC,34068,32170
CHESTERFIELD COUNTY,SC,42768,38577
CLARENDON COUNTY,SC,32502,28450
COLLETON COUNTY,SC,38264,34377
DARLINGTON COUNTY,SC,67394,61851
DILLON COUNTY,SC,30722,29114
DORCHESTER COUNTY,SC,96413,83060
EDGEFIELD COUNTY,SC,24595,18375
FAIRFIELD COUNTY,SC,23454,22295
FLORENCE COUNTY,SC,125761,114344
GEORGETOWN COUNTY,SC,55797,46302
GREENVILLE COUNTY,SC,379616,320167
GREENWOOD COUNTY,SC,66271,59567
HAMPTON COUNTY,SC,21386,18191
HORRY COUNTY,SC,196629,144053
JASPER COUNTY,SC,20678,15487
KERSHAW COUNTY,SC,52647,43599
LANCASTER COUNTY,SC,61351,54516
LAURENS COUNTY,SC,69567,58092
LEE COUNTY,SC,20119,18437
LEXINGTON COUNTY,SC,216014,167611
MCCORMICK COUNTY,SC,9958,8868
MARION COUNTY,SC,35466,33899
MARLBORO COUNTY,SC,28818,29361
NEWBERRY COUNTY,SC,36108,33172
OCONEE COUNTY,SC,66215,57494
ORANGEBURG COUNTY,SC,91582,84803
PICKENS COUNTY,SC,110757,93894
RICHLAND COUNTY,SC,320677,285720
SALUDA COUNTY,SC,19181,16357
SPARTANBURG COUNTY,SC,253791,226800
SUMTER COUNTY,SC,104646,102637
UNION COUNTY,SC,29881,30337
WILLIAMSBURG COUNTY,SC,37217,36815
YORK COUNTY,SC,164614,131497
AURORA COUNTY,SD,3058,3135
BEADLE COUNTY,SD,17023,18253
BENNETT COUNTY,SD,3574,3206
BON HOMME COUNTY,SD,7260,7089
BROOKINGS COUNTY,SD,28220,25207
BROWN COUNTY,SD,35460,35580
BRULE COUNTY,SD,5364,5485
BUFFALO COUNTY,SD,2032,1759
BUTTE COUNTY,SD,9094,7914
CAMPBELL COUNTY,SD,1782,1965
CHARLES MIX COUNTY,SD,9350,9131
CLARK COUNTY,SD,4143,4403
CLAY COUNTY,SD,13537,13186
CODINGTON COUNTY,SD,25897,22698
CORSON COUNTY,SD,4181,4195
CUSTER COUNTY,SD,7275,6179
DAVISON COUNTY,SD,18741,17503
DAY COUNTY,SD,6267,6978
DEUEL COUNTY,SD,4498,4522
DEWEY COUNTY,SD,5972,5523
DOUGLAS COUNTY,SD,3458,3746
EDMUNDS COUNTY,SD,4367,4356
FALL RIVER COUNTY,SD,7453,7353
FAULK COUNTY,SD,2640,2744
GRANT COUNTY,SD,7847,8372
GREGORY COUNTY,SD,4792,5359
HAAKON COUNTY,SD,2196,2624
HAMLIN COUNTY,SD,5540,4974
HAND COUNTY,SD,3741,4272
HANSON COUNTY,SD,3139,2994
HARDING COUNTY,SD,1353,1669
HUGHES COUNTY,SD,16481,14817
HUTCHINSON COUNTY,SD,8075,8262
HYDE COUNTY,SD,1671,1696
JACKSON COUNTY,SD,2930,2811
JERAULD COUNTY,SD,2295,2425
JONES COUNTY,SD,1193,1324
KINGSBURY COUNTY,SD,5815,5925
LAKE COUNTY,SD,11276,10550
LAWRENCE COUNTY,SD,21802,20655
LINCOLN COUNTY,SD,24131,15427
LYMAN COUNTY,SD,3895,3638
MCCOOK COUNTY,SD,5832,5688
MCPHERSON COUNTY,SD,2904,3228
MARSHALL COUNTY,SD,4576,4844
MEADE COUNTY,SD,24253,21878
MELLETTE COUNTY,SD,2083,2137
MINER COUNTY,SD,2884,3272
MINNEHAHA COUNTY,SD,148281,123809
MOODY COUNTY,SD,6595,6507
PENNINGTON COUNTY,SD,88565,81343
PERKINS COUNTY,SD,3363,3932
POTTER COUNTY,SD,2693,3190
ROBERTS COUNTY,SD,10016,9914
SANBORN COUNTY,SD,2675,2833
SHANNON COUNTY,SD,12466,9902
SPINK COUNTY,SD,7454,7981
STANLEY COUNTY,SD,2772,2453
SULLY COUNTY,SD,1556,1589
TODD COUNTY,SD,9050,8352
TRIPP COUNTY,SD,6430,6924
TURNER COUNTY,SD,8849,8576
UNION COUNTY,SD,12584,10189
WALWORTH COUNTY,SD,5974,6087
YANKTON COUNTY,SD,21652,19252
ZIEBACH COUNTY,SD,2519,2220
ANDERSON COUNTY,TN,71330,68250
BEDFORD COUNTY,TN,37586,30411
BENTON COUNTY,TN,16537,14524
BLEDSOE COUNTY,TN,12367,9669
BLOUNT COUNTY,TN,105823,85969
BRADLEY COUNTY,TN,87965,73712
CAMPBELL COUNTY,TN,39854,35079
CANNON COUNTY,TN,12826,10467
CARROLL COUNTY,TN,29475,27514
CARTER COUNTY,TN,56742,51505
CHEATHAM COUNTY,TN,35912,27140
CHESTER COUNTY,TN,15540,12819
CLAIBORNE COUNTY,TN,29862,26137
CLAY COUNTY,TN,7976,7238
COCKE COUNTY,TN,33565,29141
COFFEE COUNTY,TN,48014,40339
CROCKETT COUNTY,TN,14532,13378
CUMBERLAND COUNTY,TN,46802,34736
DAVIDSON COUNTY,TN,569891,510784
DECATUR COUNTY,TN,11731,10472
DEKALB COUNTY,TN,17423,14360
DICKSON COUNTY,TN,43156,35061
DYER COUNTY,TN,37279,34854
FAYETTE COUNTY,TN,28806,25559
FENTRESS COUNTY,TN,16625,14669
FRANKLIN COUNTY,TN,39270,34725
GIBSON COUNTY,TN,48152,46315
GILES COUNTY,TN,29447,25741
GRAINGER COUNTY,TN,20659,17095
GREENE COUNTY,TN,62909,55853
GRUNDY COUNTY,TN,14332,13362
HAMBLEN COUNTY,TN,58128,50480
HAMILTON COUNTY,TN,307896,285536
HANCOCK COUNTY,TN,6786,6739
HARDEMAN COUNTY,TN,28105,23377
HARDIN COUNTY,TN,25578,22633
HAWKINS COUNTY,TN,53563,44565
HAYWOOD COUNTY,TN,19797,19437
HENDERSON COUNTY,TN,25522,21844
HENRY COUNTY,TN,31115,27888
HICKMAN COUNTY,TN,22295,16754
HOUSTON COUNTY,TN,8088,7018
HUMPHREYS COUNTY,TN,17929,15795
JACKSON COUNTY,TN,10984,9297
JEFFERSON COUNTY,TN,44294,33016
JOHNSON COUNTY,TN,17499,13766
KNOX COUNTY,TN,382032,335749
LAKE COUNTY,TN,7954,7129
LAUDERDALE COUNTY,TN,27101,23491
LAWRENCE COUNTY,TN,39926,35303
LEWIS COUNTY,TN,11367,9247
LINCOLN COUNTY,TN,31340,28157
LOUDON COUNTY,TN,39086,31255
MCMINN COUNTY,TN,49015,42383
MCNAIRY COUNTY,TN,24653,22422
MACON COUNTY,TN,20386,15906
MADISON COUNTY,TN,91837,77982
MARION COUNTY,TN,27776,24860
MARSHALL COUNTY,TN,26767,21539
MAURY COUNTY,TN,69498,54812
MEIGS COUNTY,TN,11086,8033
MONROE COUNTY,TN,38961,30541
MONTGOMERY COUNTY,TN,134768,100498
MOORE COUNTY,TN,5740,4721
MORGAN COUNTY,TN,19757,17300
OBION COUNTY,TN,32450,31717
OVERTON COUNTY,TN,20118,17636
PERRY COUNTY,TN,7631,6612
PICKETT COUNTY,TN,4945,4548
POLK COUNTY,TN,16050,13643
PUTNAM COUNTY,TN,62315,51373
RHEA COUNTY,TN,28400,24344
ROANE COUNTY,TN,51910,47227
ROBERTSON COUNTY,TN,54433,41494
RUTHERFORD COUNTY,TN,182023,118570
SCOTT COUNTY,TN,21127,18358
SEQUATCHIE COUNTY,TN,11370,8863
SEVIER COUNTY,TN,71170,51043
SHELBY COUNTY,TN,897472,826330
SMITH COUNTY,TN,17712,14143
STEWART COUNTY,TN,12370,9479
SULLIVAN COUNTY,TN,153048,143596
SUMNER COUNTY,TN,130449,103281
TIPTON COUNTY,TN,51271,37568
TROUSDALE COUNTY,TN,7259,5920
UNICOI COUNTY,TN,17667,16549
UNION COUNTY,TN,17808,13694
VAN BUREN COUNTY,TN,5508,4846
WARREN COUNTY,TN,38276,32992
WASHINGTON COUNTY,TN,107198,92315
WAYNE COUNTY,TN,16842,13935
WEAKLEY COUNTY,TN,34895,31972
WHITE COUNTY,TN,23102,20090
WILLIAMSON COUNTY,TN,126638,81021
WILSON COUNTY,TN,88809,67675
ANDERSON COUNTY,TX,55109,48024
ANDREWS COUNTY,TX,13004,14338
ANGELINA COUNTY,TX,80130,69884
ARANSAS COUNTY,TX,22497,17892
ARCHER COUNTY,TX,8854,7973
ARMSTRONG COUNTY,TX,2148,2021
ATASCOSA COUNTY,TX,38628,30533
AUSTIN COUNTY,TX,23590,19832
BAILEY COUNTY,TX,6594,7064
BANDERA COUNTY,TX,17645,10562
BASTROP COUNTY,TX,57733,38263
BAYLOR COUNTY,TX,4093,4385
BEE COUNTY,TX,32359,25135
BELL COUNTY,TX,237974,191088
BEXAR COUNTY,TX,1392931,1185394
BLANCO COUNTY,TX,8418,5972
BORDEN COUNTY,TX,729,799
BOSQUE COUNTY,TX,17204,15125
BOWIE COUNTY,TX,89306,81665
BRAZORIA COUNTY,TX,241767,191707
BRAZOS COUNTY,TX,152415,121862
BREWSTER COUNTY,TX,8866,8681
BRISCOE COUNTY,TX,1790,1971
BROOKS COUNTY,TX,7976,8204
BROWN COUNTY,TX,37674,34371
BURLESON COUNTY,TX,16470,13625
BURNET COUNTY,TX,34147,22677
CALDWELL COUNTY,TX,32194,26392
CALHOUN COUNTY,TX,20647,19053
CALLAHAN COUNTY,TX,12905,11859
CAMERON COUNTY,TX,335227,260120
CAMP COUNTY,TX,11549,9904
CARSON COUNTY,TX,6516,6576
CASS COUNTY,TX,30438,29982
CASTRO COUNTY,TX,8285,9070
CHAMBERS COUNTY,TX,26031,20088
CHEROKEE COUNTY,TX,46659,41049
CHILDRESS COUNTY,TX,7688,5953
CLAY COUNTY,TX,11006,10024
COCHRAN COUNTY,TX,3730,4377
COKE COUNTY,TX,3864,3424
COLEMAN COUNTY,TX,9235,9710
COLLIN COUNTY,TX,491675,264036
COLLINGSWORTH COUNTY,TX,3206,3573
COLORADO COUNTY,TX,20390,18383
COMAL COUNTY,TX,78021,51832
COMANCHE COUNTY,TX,14026,13381
CONCHO COUNTY,TX,3966,3044
COOKE COUNTY,TX,36363,30777
CORYELL COUNTY,TX,74978,64213
COTTLE COUNTY,TX,1904,2247
CRANE COUNTY,TX,3996,4652
CROCKETT COUNTY,TX,4099,4078
CROSBY COUNTY,TX,7072,7304
CULBERSON COUNTY,TX,2975,3407
DALLAM COUNTY,TX,6222,5461
DALLAS COUNTY,TX,2218899,1852810
DAWSON COUNTY,TX,14985,14349
DEAF SMITH COUNTY,TX,18561,19153
DELTA COUNTY,TX,5327,4857
DENTON COUNTY,TX,432976,273525
DEWITT COUNTY,TX,20013,18840
DICKENS COUNTY,TX,2762,2571
DIMMIT COUNTY,TX,10248,10433
DONLEY COUNTY,TX,3828,3696
DUVAL COUNTY,TX,13120,12918
EASTLAND COUNTY,TX,18297,18488
ECTOR COUNTY,TX,121123,118934
EDWARDS COUNTY,TX,2162,2266
ELLIS COUNTY,TX,111360,85167
EL PASO COUNTY,TX,679622,591610
ERATH COUNTY,TX,33001,27991
FALLS COUNTY,TX,18576,17712
FANNIN COUNTY,TX,31242,24804
FAYETTE COUNTY,TX,21804,20095
FISHER COUNTY,TX,4344,4842
FLOYD COUNTY,TX,7771,8497
FOARD COUNTY,TX,1622,1794
FORT BEND COUNTY,TX,354452,225421
FRANKLIN COUNTY,TX,9458,7802
FREESTONE COUNTY,TX,17867,15818
FRIO COUNTY,TX,16252,13472
GAINES COUNTY,TX,14467,14123
GALVESTON COUNTY,TX,250158,217399
GARZA COUNTY,TX,4872,5143
GILLESPIE COUNTY,TX,20814,17204
GLASSCOCK COUNTY,TX,1406,1447
GOLIAD COUNTY,TX,6928,5980
GONZALES COUNTY,TX,18628,17205
GRAY COUNTY,TX,22744,23967
GRAYSON COUNTY,TX,110595,95021
GREGG COUNTY,TX,111379,104948
GRIMES COUNTY,TX,23552,18828
GUADALUPE COUNTY,TX,89023,64873
HALE COUNTY,TX,36602,34671
HALL COUNTY,TX,3782,3905
HAMILTON COUNTY,TX,8229,7733
HANSFORD COUNTY,TX,5369,5848
HARDEMAN COUNTY,TX,4724,5283
HARDIN COUNTY,TX,48073,41320
HARRIS COUNTY,TX,3400578,2818199
HARRISON COUNTY,TX,62110,57483
HARTLEY COUNTY,TX,5537,3634
HASKELL COUNTY,TX,6093,6820
HAYS COUNTY,TX,97589,65614
HEMPHILL COUNTY,TX,3351,3720
HENDERSON COUNTY,TX,73277,58543
HIDALGO COUNTY,TX,569463,383545
HILL COUNTY,TX,32321,27146
HOCKLEY COUNTY,TX,22716,24199
HOOD COUNTY,TX,41100,28981
HOPKINS COUNTY,TX,31960,28833
HOUSTON COUNTY,TX,23185,21375
HOWARD COUNTY,TX,33627,32343
HUDSPETH COUNTY,TX,3344,2915
HUNT COUNTY,TX,76596,64343
HUTCHINSON COUNTY,TX,23857,25689
IRION COUNTY,TX,1771,1629
JACK COUNTY,TX,8763,6981
JACKSON COUNTY,TX,14391,13039
JASPER COUNTY,TX,35604,31102
JEFF DAVIS COUNTY,TX,2207,1946
JEFFERSON COUNTY,TX,252051,239397
JIM HOGG COUNTY,TX,5281,5109
JIM WELLS COUNTY,TX,39326,37679
JOHNSON COUNTY,TX,126811,97165
JONES COUNTY,TX,20785,16490
KARNES COUNTY,TX,15446,12455
KAUFMAN COUNTY,TX,71313,52220
KENDALL COUNTY,TX,23743,14589
KENEDY COUNTY,TX,414,460
KENT COUNTY,TX,859,1010
KERR COUNTY,TX,43653,36304
KIMBLE COUNTY,TX,4468,4122
KING COUNTY,TX,356,354
KINNEY COUNTY,TX,3379,3119
KLEBERG COUNTY,TX,31549,30274
KNOX COUNTY,TX,4253,4837
LAMAR COUNTY,TX,48499,43949
LAMB COUNTY,TX,14709,15072
LAMPASAS COUNTY,TX,17762,13521
LA SALLE COUNTY,TX,5866,5254
LAVACA COUNTY,TX,19210,18690
LEE COUNTY,TX,15657,12854
LEON COUNTY,TX,15335,12665
LIBERTY COUNTY,TX,70154,52726
LIMESTONE COUNTY,TX,22051,20946
LIPSCOMB COUNTY,TX,3057,3143
LIVE OAK COUNTY,TX,12309,9556
LLANO COUNTY,TX,17044,11631
LOVING COUNTY,TX,67,107
LUBBOCK COUNTY,TX,242628,222636
LYNN COUNTY,TX,6550,6758
MCCULLOCH COUNTY,TX,8205,8778
MCLENNAN COUNTY,TX,213517,189123
MCMULLEN COUNTY,TX,851,817
MADISON COUNTY,TX,12940,10931
MARION COUNTY,TX,10941,9984
MARTIN COUNTY,TX,4746,4956
MASON COUNTY,TX,3738,3423
MATAGORDA COUNTY,TX,37957,36928
MAVERICK COUNTY,TX,47297,36378
MEDINA COUNTY,TX,39304,27312
MENARD COUNTY,TX,2360,2252
MIDLAND COUNTY,TX,116009,106611
MILAM COUNTY,TX,24238,22946
MILLS COUNTY,TX,5151,4531
MITCHELL COUNTY,TX,9698,8016
MONTAGUE COUNTY,TX,19117,17274
MONTGOMERY COUNTY,TX,293768,182201
MOORE COUNTY,TX,20121,17865
MORRIS COUNTY,TX,13048,13200
MOTLEY COUNTY,TX,1426,1532
NACOGDOCHES COUNTY,TX,59203,54753
NAVARRO COUNTY,TX,45124,39926
NEWTON COUNTY,TX,15072,13569
NOLAN COUNTY,TX,15802,16594
NUECES COUNTY,TX,313645,291145
OCHILTREE COUNTY,TX,9006,9128
OLDHAM COUNTY,TX,2185,2278
